innings,Over,Commentary,active_partnership,reviews,Review_team,Review_batsman,Review_umpire,Review_outcome,Umpires_call,Partnership_broken,match
England 1st innings,28.2,"Pat Cummins to Rory Burns, 1 run, aimed at his hips and it's been nudged away through square leg by Rory Burns",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,28.1,"Pat Cummins to Rory Burns, no run, short of a length outside off, seaming away from the batsman and the Rory Burns decides to play inside the line, left alone for the keeper",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,27.6,"Lyon to Root, no run, nudges the shortish delivery in front of square leg, does Root. Maiden over by Lyon",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,27.5,"Lyon to Root, no run, around the off-stump line, blocked again",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,27.4,"Lyon to Root, no run, appeal for an lbw, but the impact was well outside off. Root had taken a giant lunge in order to sweep that away before the ball struck him on the pads",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,27.3,"Lyon to Root, no run, sharp off-break by Lyon, Root tries to chop it, ends up getting an inside edge on to his pads",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,27.2,"Lyon to Root, no run, deep in his crease to work that into the leg side",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,27.1,"Lyon to Root, no run, drives the loopy ball to the man at cover",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,26.6,"Pat Cummins to Rory Burns, no run, short of a length around off, Rory Burns pats it towards point",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,26.5,"Pat Cummins to Rory Burns, no run, back of a length outside off, Rory Burns pokes away from his body and gets beaten on his outside edge, that shaped away a wee bit",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,26.4,"Pat Cummins to Rory Burns, FOUR, gorgeous on-drive! Rory Burns transfers his weight on to the front foot and drills it past the man at mid-on with amazing timing",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,26.3,"Pat Cummins to Rory Burns, no run, defends the length delivery from within the crease",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,26.2,"Pat Cummins to Rory Burns, no run, back of a length around off, Rory Burns looks to flick it to the leg side, ends up getting an inside edge right on to the box",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,26.1,"Pat Cummins to Rory Burns, no run, short ball by Pat Cummins from round the wicket, Rory Burns ducks underneath that",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,25.6,"Lyon to Root, no run, goes deep in his crease to nurdle it towards short leg",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,25.5,"Lyon to Root, no run, works this one with soft hands past the man at short leg, came on his front foot to play that, did Root",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,25.4,"Lyon to Root, no run, back in his crease to punch that towards cover-point",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,25.3,"Lyon to Root, byes, 2 runs, spinning down the leg side, misses everything, the keeper can't gather it cleanly and the batsmen take couple of byes",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,25.2,"Lyon to Root, no run, flighted delivery around off, Root treks back and defends it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,25.1,"Lyon to Root, no run, floated around off, Root defends this one that kept a touch low",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,24.6,"Pat Cummins to Rory Burns, no run, slightly short and wide outside off, Rory Burns leaves it for Paine",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,24.5,"Pat Cummins to Rory Burns, no run, tempting full ball outside off, Rory Burns goes for a drive and gets beaten, almost edged that to the keeper",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,24.4,"Pat Cummins to Rory Burns, no run, in the channel outside off, back of a length ball, left alone",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,24.3,"Pat Cummins to Rory Burns, no run, sharp delivery that kicks off the surface around off, Rory Burns was trying to leave it, however, the ball comes in and kisses his trousers on its way to the keeper",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,24.2,"Pat Cummins to Rory Burns, FOUR, Cummins has conceded quite a few boundaries against Burns today. Mainly due to this line! Keeps this one on his pads and the left hander clips it through square leg for a boundary",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,24.1,"Pat Cummins to Root, 1 run, strays in line, on the pads, it's been clipped through the on-side for a run",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,23.6,"Lyon to Rory Burns, 2 runs, nudges the floated ball through mid-wicket for a couple of runs to end the over",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,23.5,"Lyon to Rory Burns, no run, tries to work it through the on side but the ball skids along, an inside edge is induced as the ball rolls towards short fine leg",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,23.4,"Lyon to Rory Burns, no run, straighter one by Lyon and gets an inside edge on his defence, short leg it is",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,23.3,"Lyon to Rory Burns, no run, sharp off-break but too wide, left again",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,23.2,"Lyon to Rory Burns, no run, flighted delivery outside off, Rory Burns lifts his bat",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,23.1,"Lyon to Rory Burns, no run, off-break around off, Rory Burns knocks it to extra-cover",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,22.6,"Pattinson to Root, no run, curving away from the batsman after hitting a length outside off, Root leaves it alone",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,22.5,"Pattinson to Root, no run, Root was eager for a single after playing it with soft hands towards silly point, but Pattinson sprints towards the ball and avoids the single",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,22.4,"Pattinson to Root, no run, deviates into the batsman from a shortish length, Root hops a touch and nurdles it next to the pitch",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,22.3,"Pattinson to Rory Burns, 1 run, worked off his pads through square leg, adds one more to the total, does Rory Burns",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,22.2,"Pattinson to Rory Burns, byes, 2 runs, swinging delivery down the leg side, Rory Burns tries to glance it away but fails to get any bat on it. The keeper dives to his right to grab it, but doesn't reach there, eventually parrying it to fine leg",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,22.1,"Pattinson to Root, 1 run, latches on to the short ball and drags it through square leg via a pull shot",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,21.6,"Siddle to Rory Burns, no run, back in his crease in order to punch the short of length delivery to covers",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,21.5,"Siddle to Rory Burns, no run, goes for an on-drive but doesn't get the timing right, the ball swung in, hence he couldn't quite middle it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,21.4,"Siddle to Rory Burns, no run, back of a length around middle and leg, nudged to short mid-wicket by Rory Burns",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,21.3,"Siddle to Rory Burns, no run, full one by Siddle and Rory Burns push-drives it to the man at cover",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,21.2,"Siddle to Rory Burns, no run, in the channel outside off, Rory Burns pokes at this and gets beaten all ends up",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,21.1,"Siddle to Rory Burns, no run, fuller ball by Siddle and it's been driven to cover by Rory Burns",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,20.6,"Pattinson to Root, no run, Root has been adjudged caught behind and he's decided to challenge the decision straight away. There was a certain sound but it was off the ball kissing the off-stump. Not for the first time have we seen the bails not getting dislodged - saw that on a numerous occasions during the World Cup. Was a sharp length ball around off and kept straight, perfect delivery that beat Root on his back foot defence. He's still out in the middle as DRS comes to his rescue. Root watches the replay and has a cheeky smile on his face, lucky escape",2,"Over 20.6: Review by England (Batting), Umpire - JS Wilson, Batsman - JE Root (Upheld)",England (Batting),JE Root,JS Wilson,Upheld,False,False,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,20.5,"Pattinson to Root, 2 runs, back in his crease to glide that past backward point for a couple of runs",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,20.4,"Pattinson to Root, no run, edged but safe! Another lovely delivery by Pattinson, this one kept a touch low around off and Root got squared up to an extent. The fact that he had played it with soft hands and the ball kept low, doesn't allow the outside edge to fly to the fielder at second slip",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,20.3,"Pattinson to Root, no run, short of a length around off, Root taps it towards point off his back foot",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,20.2,"Pattinson to Root, no run, that's a nasty delivery, not for the batsman, but for the keeper. Pitched on a length outside off and dipped on its way to the keeper. Paine tries to reverse cup it but gets surprised on seeing the ball dip, hits the ground as he loses balance",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,20.1,"Pattinson to Root, no run, pitched up by Pattinson and it's been creamed to extra cover by Root",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,19.6,"Siddle to Rory Burns, no run, back of a length outside off, Rory Burns pats it towards backward point",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,19.5,"Siddle to Rory Burns, no run, outside off, back of a length ball and it's been left alone",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,19.4,"Siddle to Rory Burns, no run, sticks to his line and length outside off, the ball skids along the surface and the batsman lets the keeper do the rest",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,19.3,"Siddle to Rory Burns, no run, back of a length outside off, Rory Burns plays this with his bat angled towards gully",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,19.2,"Siddle to Rory Burns, no run, outside off, back of a length, Rory Burns doesn't mess with it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,19.1,"Siddle to Rory Burns, 2 runs, goes full, does Siddle. Rory Burns waits for the ball to arrive and squeezes it past the man at gully for a couple of runs. English supporters are cheering in the stands as the fifty comes up for England",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,18.6,"Pattinson to Root, no run, outside off, slightly short ball, Root keeps his eyes on the ball as it settles into the keeper's mitts",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,18.5,"Pattinson to Root, no run, that's a good delivery by Pattinson. This one pitched around off and seamed away after hitting back of length, Root plays well inside the line as the keeper gathers it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,18.4,"Pattinson to Rory Burns, 1 run, another quick run taken. Rory Burns clips this one towards square leg and calls for a single. Head is quick to collect the ball and get rid of it, but Root is even quicker to get across, also there wasn't a direct-hit",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,18.3,"Pattinson to Rory Burns, no run, this one was slanted away from the batsman outside off, short in length and seaming away too, Rory Burns doesn't bother to chase it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,18.2,"Pattinson to Root, 1 run, 88.5mph, seaming into the batsman on a short length, Root taps it with soft hands in front of cover-point and sets off for a quick run, his partner obliges and sprints towards the keeper's end in a jiffy",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,18.1,"Pattinson to Root, no run, pitched up by Pattinson, Root comes on his front foot and flicks it to the man at mid-wicket",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,17.6,"Siddle to Rory Burns, no run, angled into the batsman from round the wicket, slightly full in length and Rory Burns leaves it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,17.5,"Siddle to Rory Burns, no run, keeps this one in the channel outside off, it's a length delivery and Rory Burns decides to leave it alone",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,17.4,"Siddle to Rory Burns, no run, gets down on his knee and drives the fullish delivery to extra cover",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,17.3,"Siddle to Rory Burns, no run, back of a length around off, Rory Burns punches it towards extra cover off his back foot",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,17.2,"Siddle to Root, 1 run, goes back in his crease and glides it to backward point for a single",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,17.1,"Siddle to Root, no run, seaming into the batsman around off, slightly full delivery and it's been defended off his front foot",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,16.6,"Lyon to Rory Burns, no run, works the flighted delivery in front of the man at short mid",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,16.5,"Lyon to Rory Burns, no run, tosses this one up outside off, Rory Burns shoulders arm",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,16.4,"Lyon to Rory Burns, FOUR, that's hardly taken any time to race away to the fence. A quicker off-break by Lyon and Rory Burns gets an outside edge as he tries to defend it. Playing with soft hands was the key, hence the ball managed to evade the fielder at short third man easily",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,16.3,"Lyon to Rory Burns, no run, keeps his head steady and knocks it back to Lyon",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,16.2,"Lyon to Rory Burns, no run, quicker one now, sharp turn and it's been defended into the off side by Rory Burns",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,16.1,"Lyon to Rory Burns, no run, flighted delivery outside off, Rory Burns leaves the off-break for the keeper",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,15.6,"Siddle to Root, no run, teasing length delivery in the channel outside off, Root is watchful as he leaves it for the keeper. Could have been so tempted to attempt a drive, but he's curbed his instincts on that occasion",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,15.5,"Siddle to Root, no run, sticks to his length, tight line around the off-stump and it's been blocked solidly by Root",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,15.4,"Siddle to Root, no run, short of a length around off, it nips back and catches Root's inside edge as he attempts a back foot punch",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,15.3,"Siddle to Root, no run, back of a length around off, skiddy delivery and it's been eased in front of covers by Root",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,15.2,"Siddle to Root, no run, back of a length around middle and leg, Root nudges it into the leg side",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,15.1,"Siddle to Root, no run, pitched up by Siddle and it's been driven straight back to the bowler by Root",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,14.6,"Lyon to Root, 1 run, treks back in his crease and works the flatter delivery through square leg",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,14.5,"Lyon to Rory Burns, 1 run, clips this one through square leg and gets a single",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,14.4,"Lyon to Rory Burns, no run, tossed up delivery around middle and leg, Rory Burns drives it back to the bowler",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,14.3,"Lyon to Rory Burns, no run, sharp off-break outside off, keeps a touch low and the batsman gets beaten as he tries to defend it",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,14.2,"Lyon to Rory Burns, no run, quicker delivery by Lyon, this one keep straights around middle and leg, Rory Burns looks to flick it away and gets beaten, struck on the pads, it was sliding down the leg side though",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,14.1,"Lyon to Rory Burns, 2 runs, tossed up off-break by Lyon and it's been clipped through mid-wicket by Rory Burns, couple of runs taken",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,13.6,"Siddle to Root, no run, loud shout for LBW. Aleem Dar shakes his head slowly and moves away. The nip-backer from Siddle and Root is caught to the crease, beaten on the inside edge and struck well above the kneeroll. Height was an issue and the ball was also doing too much",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,13.5,"Siddle to Root, no run, shortens the length outside off, Root has a needless poke at that before withdrawing his bat. Can consider that as beaten",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,13.4,"Siddle to Root, no run, edge that does not carry. Fuller and probing away around the fourth stump channel, Root has to play at that and the outside edge does not have enough on it to carry to Khawaja at fourth slip",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,13.3,"Siddle to Root, no run, back of a length on off and stays a touch low, Root adjusts well to bunt it to mid-off",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,13.2,"Siddle to Rory Burns, 3 runs, tad overpitched from Siddle and Burns flows into the drive, straight past mid-off and it is a long chase for Wade, he just manages to get there and flick it in for Pattinson to tidy up",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,13.1,"Siddle to Rory Burns, no run, angled in from round the wicket, Burns is right behind the line to defend to mid-on",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,12.6,"Lyon to Rory Burns, 1 run, sliding on with the angle, Burns nudges it through the mid-wicket pocket",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,12.5,"Lyon to Rory Burns, no run, there is definite turn. Pitched on leg-stump and spun across, Burns brings his bat down at an angle and the outer edge rolls away to backward point. This is going to be interesting",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,12.4,"Lyon to Rory Burns, no run, drifts in and Burns comes down the track, yorks himself and squeezes it to short fine",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,12.3,"Lyon to Rory Burns, no run, slower and around off, Burns prods forward and blocks it down the wicket",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,12.2,"Lyon to Root, 1 run, that is poor from Head. He has let Root off the hook very easily. Flighted outside off, Root pushes it to cover and the fumble allows the batsmen to cross over. Lyon and rest of the Aussies are not happy with that",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,12.1,"Lyon to Root, no run, ohhh! Lyon, you beauty. He almost fooled the England captain first ball. Tossed it up outside off and spun back in a long way, Root did not expect it to spin that much and didn't offer a shot, it wasn't far from the off-stump. Lyon likes it as he goes uhhh",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,11.6,"Siddle to Rory Burns, no run, back of a length around off, Burns is right behind the line to defend to mid-on",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,11.5,"Siddle to Rory Burns, no run, oh! Siddle went up for half an appeal but aborted quickly. The ball cut back in from a length and almost went through Burns, if not for the inside edge he was caught right in front of the stumps",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,11.4,"Siddle to Rory Burns, no run, fuller than a good length, Burns is stoic in his forward block",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,11.3,"Siddle to Rory Burns, no run, on a length around off, Burns blocks with the head right on top of the ball",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,11.2,"Siddle to Rory Burns, no run, fuller and outside off, Burns presses forward and pushes it firmly to mid-off",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,11.1,"Siddle to Rory Burns, 2 runs, good length ball that opens up Burns, the ball angled in from round the wicket and straightens a bit, the ball squirts away off the outside edge past the fourth slip, two added",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,10.6,"Pat Cummins to Root, no run, full and angled in around off, Root inside halves the drive to mid-on",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,10.5,"Pat Cummins to Root, no run, back of a length outside off, Root cue-ends the dab to gully",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,10.4,"Pat Cummins to Rory Burns, 1 run, short of length around off, Burns drops it with soft hands into the off-side and sets off",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,10.3,"Pat Cummins to Rory Burns, leg byes, FOUR, oh! That was a sharp bouncer from Cummins. Burns spotted it late and just managed to duck, the ball brushed the helmet and flew over the 'keeper. There is not much Paine could have done there",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,10.2,"Pat Cummins to Rory Burns, no run, fuller than a good length ball, Burns prods forward and defends to mid-off",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,10.1,"Pat Cummins to Rory Burns, no run, 89.5 good length delivery just outside off, Burns presses forward and pokes at it away from the body, the ball holds its line and whizzes past the outside edge. Paine liked the line and length on this delivery",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,9.6,"Pattinson to Rory Burns, leg byes, 1 run, does not get the line right for the left hander, drifts the back of a length delivery on leg-stump and Burns fails to clip it away, the ball deflects off the pad backward of square leg",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,9.5,"Pattinson to Root, 1 run, back of a length just outside off, Root drops it into the off-side and sets off, good response from Burns as well. Looks like Root damaged his bat playing that defensive shot and has called for a replacement",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,9.4,"Pattinson to Root, no run, uhhh! Root almost popped one back to Pattinson. The bowler he was close. Full delivery close to off-stump, Root is on the move as he plays the drive and it is a bit uppish, just lands in front of Pattinson",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,9.3,"Pattinson to Root, no run, back of a length just outside off, Root covers his stumps and shoulders arms",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,9.2,"Pattinson to Root, 2 runs, now goes fuller with a nip-backer, Root wanted to drive it through cover but instead squirts a thick inside edge through square leg, he opens his account with a brace",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,9.1,"Pattinson to Root, no run, oh! The scrambled seam delivery that almost caught the outside edge of Root's willow. Short of length and straightening, Root hangs his bat out away from the body and is beaten on the outside edge. The ball thuds into Paine's mitts",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,8.6,"Pat Cummins to Rory Burns, no run, stifled appeal for LBW. Cummins knew it was too high. Slants the back of a length delivery into the left hander, Burns is late on the flick shot and he misses it, struck above the pad and on the thigh pad. Definitely going over",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,8.5,"Pat Cummins to Rory Burns, no run, beats the bat rightaway. Short of length delivery angled in, but it goes on to hold its line, Burns plays for the incoming angle and is beaten on the outside edge",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,8.4,"Pat Cummins to Rory Burns, no run, back of a length close to off, Burns with a closed bat face turns it to mid-wicket",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,8.3,"Pat Cummins to Rory Burns, no run, banged in halfway down and rises only up to chest high, Burns goes on his toes and drops it beside the pitch on the off-side",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,8.2,"Pat Cummins to Rory Burns, no run, back of a length on the hips, Burns tucks it straight to mid-wicket",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,8.1,"Pat Cummins to Rory Burns, no run, short of length around off, Burns stands tall and defends down the wicket",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,7.6,"Pattinson to Root, no run, wicket maiden! But he wastes this final delivery. Should have him put away actually but Root missed out. Sprayed down leg, Root can't meet with the glance/tickle",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,7.5,"Pattinson to Root, no run, back of a length outside off, Root thought about fishing but withdrew his bat inside the line at the last second. Pattinson has a few words for the England captain. He's certainly pumped up",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,7.4,"Pattinson to Root, no run, fuller and just outside off, Root drives it down the ground, Siddle moves across from mid-on and makes a tumbling stop",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,7.3,"Pattinson to Root, no run, good length ball outside off, Root lifts his bat and lets it go",2,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,7.2,"Pattinson to Roy, out Caught by Smith!! It was coming. It was on the way. And Pattinson finally has Roy caught in the cordon. He troubled him with full deliveries but this was not full. It was back of a length very close to off, wee bit of away nibble and Roy can't help himself, pokes at it and the outside edge just manages to carry to Smith at second slip. He stayed low and took it inches from the ground. Roy c Smith b Pattinson 10(22) [4s-2]",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,7.1,"Pattinson to Roy, no run, back of a length closer to off-stump, Roy just manages to lift his bat up in time",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,6.6,"Pat Cummins to Rory Burns, no run, on a length slanted outside off, Burns is happy to leave it on line",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,6.5,"Pat Cummins to Rory Burns, no run, similar kind of delivery to the previous one, Burns lifts his bat and lets it go",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,6.4,"Pat Cummins to Rory Burns, no run, angles the back of a length delivery across the left hander, Burns shoulders arms",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,6.3,"Pat Cummins to Rory Burns, no run, full and attacking off-stump, Burns closes the bat face a bit and drives to mid-on",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,6.2,"Pat Cummins to Rory Burns, no run, back of a length around off, Burns is right beside the line to defend",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,6.1,"Pat Cummins to Rory Burns, FOUR, and he immediately gifts a delivery on the batsman's pads, Burns puts it away effortlessly. He flicks it with his waiting going forward and places it square on the leg-side, no need to run for that",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,5.6,"Pattinson to Roy, no run, now bit of inward movement from a fullish length, Roy drives outside the line and the thickish inside edge rolls to mid-on. A good testing over from Pattinson, who is certainly found more movement than Cummins",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
England 1st innings,5.5,"Pattinson to Roy, no run, back of a length nips in and Roy is caught in the crease, the ball beats the inside edge and hits him on the back thigh",1,,,,,,,,"ENG vs AUS, 1st Test, The Ashes 2019"
