title,paragraphs
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Samarang Phase 2 Field Development Plan’s objectives include: • Extend field life to 2026 • Increase recoverable reserves by 78 MMbbls • Achieve a peak oil production rate of over 30,000 BOPD in 2018, a rate not seen in the field since early 1990s • Allow zero continuous venting from 2016 onwards • Target 20 MMbbls of additional reserves using lower cost production enhancement activities • Deploy new technology to provide solutions for the challenges facing the "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Samarang field management team, from controlling sand production, to minimising  the loss of drawdown and improving both areal and vertical sweep efficiencies Objectives specific to the SMRG 2 Infill Project, outlined in an authorisation note dated 18 July 2012, are to produce an additional 17.2 million barrels of oil reserves from the maturing"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Samarang field at the total estimated cost of RM880 million, with a first oil date of Q1 2014 (P80). A first oil date earlier than Q1 2014 (June 2013) was used by the project team. Given the change in depletion plan from nine wells to seven, and date of first well spud, wells sequencing and first oil dates changed during execution.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"FIELD HISTORY AND DESCRIPTION The Samarang field was discovered in 1972 by the SM-1 well. Shell was the previous  operator and relinquished the concession to PETRONAS Carigali Sdn Bhd (PCSB) in April 1995. The field was developed in phases. Seven platforms were installed including drilling,  wellhead, and processing platforms. Shell planned an additional wellhead platform for the east  flank development, but did not install it because of its low reserves potential. The field achieved first oil in June 1975. From 1975 to 1979, 62 development wells  were drilled on SMDP16-A, B and SMJT17-C, D, E platforms. Several revisits have been made  in the field over the past two decades.:"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"The Samarang field (7 km x 2 km) is located in the eastern part of the Baram delta province. Structurally, the field is situated at the culmination of a large roll-over anticline bounded to the southeast by a major growth fault. The gently dipping west flank contrasts sharply with the structurally complex northern plunge, as well as the dissected collapsed crest and the faulted eastern flank.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Samarang reservoirs (E to S sequence) are at 1,500 ft to 8,000 ft subseas. They consist of a series of alternating sand, silts, and clays of Late Miocene to Early Pliocene age deposited in a sub-tidal shallow marine environment. Log correlation is good, in general. The main hydrocarbon accumulations are located within the J, K, and M reservoirs. The field is divided vertically into shallow, intermediate, and deep sequences. The shallow sequence                                                      "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"16 SMDP = Samarang Drilling Platform. 17 SMJT = Samarang Jacket Platform (or wellhead platform). CONFIDENTIAL 2 IPA   consists inclusively of reservoirs from the C to I markers. The intermediate includes reservoirs  from J and K markers, and the deep consists of reservoirs below K markers."
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,The historical drilling results suggest that oil properties in the Samarang field vary with depth with increases from about 20°API in the shallow reservoirs to about 37°API in the deeper reservoirs. The oil in Samarang can be divided into a low °API group (corresponding to the shallow reservoirs) and high °API group (corresponding to the deep reservoirs and including 
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"K5/7 reservoirs), with J reservoirs being an intermediate °API group. PROJECT SCOPE AND DEPLETION PLAN The planned SMRG 2 Infill scope involved drilling nine infill wells to develop 17.2 MMstb of oil. Associated facilities scope involved infill well tie-ins, brownfield modifications on 10 platforms, and installation of an integrated operations system on 12 platforms. Changes to  planned scope are outlined below. Depletion Plan Description Although nine wells were planned, only seven wells were drilled plus a well workover;  the wells budget did not change. Wells C-03 and C-08 were dropped for economic and risk  profile reasons post authorisation. Facilities Description"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"The planned facilities scope involved the tie-in of nine infill wells, modifications on 10 platforms, and installation of an integrated operations (IO) system on 12 platforms for smart field management. In February 2013, a change note was initiated on the platform modification scope that reduced the scope to only six platforms, although (IO) system installation on all 12 platforms was maintained. Several modifications were required for the later EOR implementation. The removal of scope was due to uncertainty in the planned EOR scheme, which removed the need for modifications to the riser guards, pig launcher/receiver installation, and associated piping. Only vessel modification and deck extension work remained in this scope. The removal of scope reduced the planned facilities schedule by 7 months and the planned facilities budget by RM18 million.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"TECHNOLOGY The SMRG 2 Infill Project’s technology is Conventional with nothing new to Industry. That said, the use of integrated operations system is new to PCSB and the use of open hole  completions with standalone screens and swellable packers were new to the Samarang field. PROJECT HISTORY"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Work on the overall Samarang Phase 2 Project Field Development Plan commenced in July 2007. The proposed field redevelopment concept was endorsed in April 2009. The project was later split into two phases. Phase 1 included the drilling of the first five wells and was authorised in May 2010. Phase 1 first oil was achieved in August 2011 with the project completed in November 2011.  
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Phase 2 scope consisted of 11 infill wells, platform modifications, integrated operation  scope, and EOR scope. In mid- to late 2011, the entire Phase 2 scope was taken through the PETRONAS authorisation process but was not approved. The requirement for each scope to  be economic on a standalone basis meant the project was split into packages. The first CONFIDENTIAL 3 IPA   package included 2 of the 11 infill wells, which were authorised as the standalone Advanced"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Drilling (AD) Project. The second package, including the remaining nine infill wells and associated facilities work, was authorised in July 2012 and is the basis of this analysis. The third package includes the EOR scope, which was recycled for optimisation. The project team committed to management a first oil date of Q1 2014 with an internal target of June 2013.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"During August and September 2012, optimisation work was carried out with review of well logs, cores, and results of Phase 1 drilling. The optimisation work resulted in slight changes in the well position and revisions of the geological/structural model by repositioning fault positions. The static model had a small change in volume with new faults and structure information but the hydrocarbon properties remained the same. Wells drilled in the SMRG 2 "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,AD Project also provided data to be incorporated into further revisions of reservoir models.
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Static and dynamic models were further revised in October/November 2013 following initial interpretation of newly acquired 3D seismic, which resulted in differences in structure and stratigraphic zones. This drove a change in the depletion planning, which led to the removal of two wells. The project was able to maintain the original wells budget given the increased completion program and drilled footage on the existing wells. The sequencing of wells also changed. The original plan was to drill from the E platform, then the C platform, and then D platform. It was recognised post authorisation that the E wells carried the highest structural risk and as such benefited from being drilled last to ensure additional seismic analysis was included. The sequence then changed to D wells, C wells, followed lastly by E wells.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Although several changes were made during execution due to new data, the team was able to maintain the projects primary objective of early and economic oil production. Each time new data became available, the team performed an economic assessment to determine the optimal depletion plan and path forward. An integrated team with strong controls allowed the "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,SMRG 2 Infill Project team to identify changes early while maintaining objectives. During mid-
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"2013, an opportunity was identified to include a well workover in the infill scope to maintain planned production volumes. Well D-85 was added to the scope with costs covered by the existing wells budget. On 5 June 2013, the first well was spud. The original plan was to use one rig only; however, during execution it was identified that the assigned rig would likely be delayed. A rig operating nearby became available and was used opportunistically to drill wells on platform D. Key completion equipment was ordered for the full nine-well scope; however, only seven wells were drilled with one workover. Given the additional completion requirements on the seven wells, the team was able to use some of the equipment planned for the two wells that were dropped. In addition, the longer program nature of Samarang Phase 2 means spare equipment can likely be used on later wells. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Some early operational drilling problems resulted in the need for a rig coach. The team’s early identification of non-productive time and hands-on work with the drilling contractor meant when problems were identified, proactive mitigation plans were developed. The introduction of a rig coach improved drilling performance and significantly reduced NPT. The multiple swellable packers in each well and high number of zones completed contributed to relatively complex completions. Completion design complexity increased during execution as additional productive zones were discovered via development drilling data acquisition. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"In February 2013, a change was initiated that saw a WHP modification scope reduction. Initial scope involved modification of 10 platforms, driven by later EOR project requirements. As the EOR scheme carried uncertainty with likely requirement changes, 4 of the 10 WHP modification platforms were removed from scope, although IO installation on all platforms was maintained. This resulted in baseline schedule change to 7 months earlier and a cost reduction of RM18 million. These changes have been taken into account when performing cost and schedule analysis later in this report.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"CONFIDENTIAL 4 IPA First oil was achieved in August 2013, which was before the management commitment  of Q1 2014, but after the team’s internal target of June 2013. In December 2013, the PETRONAS project manager changed due to internal promotion. Facilities scopes are  planned to be completed Q2 2015, 7 months earlier than the re-baselined schedule due to  removal of facilities scope. PROJECT MANAGEMENT ISSUES Team Integration"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"IPA defines an integrated team as a team of full- or part-time representatives—with authority to make decisions—covering all key disciplines, involved during FEL, and having specific responsibilities that are defined and understood by all team members. Research shows that having an integrated team results in better overall project performance.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"During planning and at authorisation, the SMRG 2 Infill Project team was integrated with all functions that could influence project outcomes present on the team. Organisational charts for FEED and execution were developed. That said, there were several turnovers in key project team members during execution, including the project manager. The PETRONAS project controls manager was reassigned to another project, and although PETRONAS wanted to place a new person in the role, the team indicated that this would be too disruptive with time required to understand the project so the role was filled from within the team. The role was assigned to a new project controls manager at the end of the drilling campaign at the end of April 2014  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"CONFIDENTIAL 5 IPA BASIS OF COMPARISON The analysis in this report is based on models and comparisons that draw on the IPA Upstream Database. Using the information from this database of more than 1,500 projects, IPA has created statistical models that relate project characteristics and project practices— particularly those practices used during project definition—to evaluate a project."
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Research identified several inherent (uncontrollable) characteristics of a project that influence performance. Factors such as project size, location, use of new technology, technical complexity, and percent of revamp affect outcomes such as cost, schedule, and production attainment to varying degrees. Based on these findings, we extract from the larger database a subset of projects to be the basis of comparison for the project being analysed. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"We used a recent subset of upstream projects to establish industry benchmarks for  project drivers. Table 6 outlines the specific characteristics of this subset. Table 6 Characteristics of Recent Subset of Upstream Projects Characteristic SMRG 2 Infill Project Dataset (404 projects, at UIBC 2013) Minimum Median Maximum Year of Authorisation 2012 2004 2008 2013 Region Asia North America, 14%; Europe, 21%; Africa, 15%, South America, 17%, Asia, 18%; other, 15% RPE (MMBOE18) 17.2 <3 90 >1,925 Asset Cost (RM million) 943  <6 1,500 >50,000 Water Depth (m) 9 2 125 >3,000 We used a subset of upstream projects to model engineering and construction   (execution) durations and provide industry benchmarks for the SMRG 2 Infill Project. Table 7  outlines the specific characteristics of this subset. Table 7 Characteristics of the Execution Duration Model Dataset Characteristic SMRG 2 Infill Project Dataset (259 completed projects) Minimum Median Maximum Region Asia GoM, 19%; Europe, 35%; Africa, 11%; Asia, 15%; South America, 11%; other, 9% RPE (MMBOE) 17.2 4.2 107 >3,200 Water Depth (m) 9 2 126 >2,500 Facilities Cost (RM million) 435 18 600 >14,400 18 MMBOE = million barrels of oil equivalent. CONFIDENTIAL 6 IPA We used a subset of upstream projects to model well construction industry costs and  durations and provide industry benchmarks for the SMRG 2 Infill Project. Table 8 outlines the  specific characteristics of this subset. Table 8 Characteristics of the Well Construction Model Dataset Characteristic SMRG 2 Infill Project Dataset (112 projects) Minimum Median Maximum Year of Authorisation 2012 1994 2003 2008 Program Duration (days) 178 12 240 >2,000 Region Asia North America, 24%; Europe, 30%; Africa, 13%; Asia, 18%; Oceania, 10%; South America, 5% Water Depth (m) 9 3 120 >2,500 Number of Wells 8 1 4 50 CONFIDENTIAL 7 IPA ASSET OUTCOMES In this section, we summarise the estimated and actual outcomes for the SMRG 2 Infill"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Project’s cost, schedule, RPE, and operability. Industry benchmarks are presented for comparison. We evaluate several measures of performance to ensure that one area is not compromised to achieve results in another area. An excellent project can accomplish its goals without compromising the quality of work in one or more areas. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,3 Asset Outcomes Facilities Outcomes Wells Outcomes Execution Discipline Facilities FEL Wells FEL TeamsReservoir FEL Appraisal Reservoir Complexity Target Setting Wells Complexity Facilities Complexity  (processing) Facilities Complexity (gathering) Pathway to Asset Success: Outcomes Figure 3 COST
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"We benchmark the cost of individual project components such as wells. This provides a measure of cost efficiency at the component level within the project. We also look at cost predictability. Because of the nature of the facilities scope, namely minimal installation of equipment relative to offshore man-hours, coupled with the multi-platform logistical requirements with shared vessels and services, we are not able to provide cost benchmarks for the revamp scope.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Table 9 summarises the estimated and actual costs for the SMRG 2 Infill Project. The estimate was RM880.18 million, which includes contingency that could not be broken out. The final forecast cost is RM819.59 million, which is RM60.39 million less than the estimate driven in part by a reduction in the number of wells drilled from 9 wells planned to 8 wells actual. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Costs have been allocated based on discussions and alignment with the SMRG 2 Infill Project  team. The project estimate below does not include escalation. CONFIDENTIAL 8 IPA Table 9 SMRG 2 Infill Project Cost Distribution19 (millions of RM) Cost Category Estimated at Authorisation  Actual Facilities    Infill Tie-In I/O WHP Mods Infill Tie- In I/O WHP Mods Detailed Engineering 0.84 5.74 24.12 0.78 5.30 22.25 Project Management 3.84 13.06 9.00 8.04 26.44 19.50 Fabrication  10.90 85.10 4.00 7.98 68.50 2.96 Installation 20.65 47.56 54.93 22.40 51.59 58.88 Hook-Up and Commissioning 20.26 47.46 38.58 18.37 43.34 34.77 Other Project  7.45 18.76 19.34 7.23 17.78 18.68 Total Facilities  63.93 217.68 149.97 64.77 212.96 157.03 Total Combined Facilities  431.58 434.76 Well Construction (millions of RM) Well Construction  448.40 384.83 Total Combined Project  880.00 819.59
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Table 10 summarizes the actual SMRG 2 Infill Project wells cost breakdown, including the number of days for each well. For benchmarking analysis purposes, we exclude the cost and schedule associated with the D85 workover well, which was added post FID. The project management costs (PMC) have also been reduced proportionately by the number of days associated with the D85 well "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Table 10 SMRG 2 Infill Project Well Cost Distribution20 (millions of RM) Well Plan at FID Actual Actual (Analysis) RM   million Days RM million Days RM million Days Mob/demob 34.65 24.0 30.41 32.0 30.41 32.0 E-01 47.93 27.1 49.76 28.1 49.76 28.1 E-02 41.99 22.7 50.82 37.7 50.82 37.7 D-01 41.28 22.0 35.98 20.5 35.98 20.5 D-04 38.68 20.1 41.92 26.8 41.92 26.8 D-07 39.10 18.5 33.90 23.7 33.90 23.7 C-01 36.90 20.6 29.40 17.5 29.40 17.5 C-10 34.87 18.3 38.20 23.5 38.20 23.5 C-08 (dropped) 35.40 18.9 D-85 (added workover)   39.53 30.4 C-03 (dropped) 38.20 18.7 Sub Total 389.00 210.9 349.92 240.2 310.38 209.8 PMC 59.40  34.91  30.49 Total 448.40 210.9 384.83 240.2 340.88 209.8 Total (no C-03, C-08 & D-85) 315.40 173.3 310.38   209.8 19 Because of rounding, sums may not add up exactly. 20 Because of rounding, sums may not add up exactly. CONFIDENTIAL 9 IPA Benchmark Normalisation"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"IPA cost adjusting encompasses currency exchanges and time/inflation changes. All projects are converted to U.S. dollars. Costs are then (de)escalated to January 2003, which is the current base period for upstream models and analysis. IPA uses a variety of indices to calculate the inflation, such as steel prices, equipment prices, oil price, labour rates, material costs, rig rates, and so forth. These indices are updated monthly. An example plot of an escalation increase from the year 2000 is shown in Figure 4. IPA models also account for regional differences where they exist. Further details associated with cost adjustment can be found in the Cost Adjustment Appendix.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"4  .9 1 1.1 1.2 1.3 1.4 1.5 1.6 1.7 1.8 1.9 2 2.1 2.2 2.3 2.4 2.5 2.6 G lo  ba l T  re nd   fr om   J an  ua ry   2 00 3  (J an   2 00 3  = 1. 00  ) 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 Date Equipment data primarily include fabricated equipment (Examples: heavy-walled vessels, large heaters or exchangers, coker drums, and metal tanks). Cost escalation trends are displayed in US dollars. Fabricated Equipment Major Equipment Escalation Figure 4 CONFIDENTIAL 10 IPA Wells Component Cost 50% 80% 170 210 270 315 380 RM Million (MOD) Wells Component Cost Analysis 10% of projects lower 25% of projects lower 75% of projects lower 90% of projects lower Industry Benchmark SMRG 2 Infill Project Estimate: 448.4  (9 wells) (Index = 1.67) SMRG 2 Infill Project Actual: 340.9   (7 wells) (Index = 1.15) Index may differ due to rounding; estimate and actual industry averages differ due to scope changes Estimate Actual 190 230 295 350 420 RM Million (MOD) Figure 5"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Figure 5 illustrates the component cost analysis for the SMRG 2 Infill Project wells program.21 The project estimate of RM448.4 million for nine wells was 67 percent higher than the industry average of RM270 million. The actual SMRG 2 Infill Project wells cost for seven wells (excluding two dropped wells and a workover well added to the program post FID) of 
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,RM340.9 million was 15 percent higher than industry average of RM295 million. The SMRG 2
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Infill Project rig rates were US$138,000 per day for the Naga III and US$146,000 per day for the West Vigilant. These rates are higher than the team’s estimate of US$120,000 but comparable with the rig rate of US$145,000 from RigLogix for the average Southeast Asian jack-up rig over a similar time period.                                                       "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"21 The component cost analysis asks what Industry would pay for the same scope (e.g., number of wells, well  complexity, rig type, drilled footage, and completion type). CONFIDENTIAL 11 IPA 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 +1 Std. Dev. MEAN -1 Std. Dev. MEDIAN Southeast Asian All-in Wells Cost per Day Analysis SMRG 2 Infill Project Estimate Based on 34 projects in Southeast Asia (excluding Thailand) with water depth between 30 and 125 metres SMRG 2 Infill Project Actual Figure 6"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Figure 6 shows that the SMRG 2 Infill Project’s estimated cost per day was higher than the Southeast Asian average by about 32 percent, whereas the actual cost per day was in line with Southeast Asian performance. As will be shown, the estimate well duration was much faster than Industry for the given scope. The money planned to be saved through fast performance was offset by the high cost per day. The actual duration was still competitive but slower than planned, with the actual well cost more in line with industry performance.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"CONFIDENTIAL 12 IPA Cost Deviation The actual cost of the SMRG 2 Infill Project facilities revamp scope was RM434.76  million (well tie-ins, integrated operations, and platform modifications). The estimated cost was"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"RM431.59 million.22 The total facilities cost deviation for the SMRG 2 Infill Project is 1 percent, as shown in Figure 7. At a component level, the wells tie-in cost deviation was 1 percent, the integrated operations cost deviation was -2 percent, and the platform modification cost deviation was 5 percent after adjusting for scope removal. Historically, industry projects have deviated from their facilities cost estimates by an average of 2 percent. The effects of exchange rate fluctuations and escalation during execution have been removed from facilities cost deviation calculations. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Facilities Cost Deviation Industry Average Well Tie-Ins Integrated Operations Platform Modifications Total Facilities -4% -3% -2% -1% 0% 1% 2% 3% 4% 5% 6% 7% 8% Deviation From Estimate Figure 7 22 To calculate WHP modification scope cost growth and overall facilities cost growth we removed RM18.9 million  from the WHP modification scope estimated at authorisation to account for scope removal during execution. CONFIDENTIAL 13 IPA
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"The actual cost of the SMRG 2 Infill Project wells program was RM384.80 million. The estimated cost was RM448.40 million. The cost deviation for the SMRG 2 Infill Project wells was -14 percent, as shown in Figure 8. Historically, industry projects have deviated from their wells cost estimates by an average of 7 percent. The removal of wells scope to achieve the same subsurface objectives was the main contributor to the reduction in wells cost. If the three wells—C-03, C-08 and D-85 workover—are accounted for, as per Table 10, the scope-normalised cost deviation is -2 percent. The effect of exchange rate fluctuations and escalation during execution have been removed from wells cost deviation calculations. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Wells Program Cost Deviation Industry Average SMRG 2 Infill Wells -16% -14% -12% -10% -8% -6% -4% -2% 0% 2% 4% 6% 8% 10% Deviation From Estimate SMRG 2 Infill Wells  (scope adjusted) Figure 8 CONFIDENTIAL 14 IPA SCHEDULE Table 11 summarises the SMRG 2 Infill Project schedule. The planned facilities  execution schedule was 24.2 months; the actual facilities execution schedule is forecast to be
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"31.4 months. Adjustment has been made for removal of 7 months due to platform modification scope removal. The planned dates at authorisation in July 2012 are difficult to determine because no re-baseline of the SMRG 2 Infill Project was done until October 2012, after the project was split from the greater Samarang Phase 2 Project in May 2012. For this reason, this schedule summary is high-level only. Planned first production dates are based on discussions with project team members, based on the authorised nine well scope. First production promised to management was Q1 2014 as per the authorisation support package. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Table 11 SMRG 2 Infill Project Schedule Project Phase Planned Schedule Actual Schedule Samarang Phase 2 MR #4  Apr 09 Apr 09 Samarang Phase 2 MR #5 Aug 11 Aug 11 FDP Resubmission N/A 1 Mar 12 Split Phase 2 Scope N/A May 12 SMRG 2 Infill Authorisation 18 Jul 12 18 Jul 12 First Production (Internal) Jun 13 Aug 13 First Production (Management) Q1 14 Aug 13 I/O Scope Complete 23 Jul 14 Mar 1523 WHP Mod Scope Complete 21 Jun 14 Mar 1524 Spud Infill Wells 2 Apr 13 5 Jun 13    Start End Duration (months) Start End Duration  (months) Facilities Execution Duration 18 Jul 12 23 Jul 14 24.2 18 Jul 12 Mar 15 31.4 23 Forecast to completion after removal of 7 months of scope associated with EOR project 24 Forecast to completion after removal of 7 months of scope associated with EOR project CONFIDENTIAL 15 IPA Facilities Execution Schedule 50% 80% 19 21 24 27 31 Months Facilities Execution Duration 10% of projects lower 25% of projects lower 75% of projects lower 90% of projects lower Industry Benchmark SMRG 2 Infill Project Estimate: 24.2 months  (Index = 1.00) SMRG 2 Infill Project Actual: 31.4 months  (Index = 1.31) Facilities execution duration is from project authorisation through facilities completion (not first oil) Figure 9
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"As shown in Figure 9, the planned execution of the SMRG 2 Infill Project facilities scope was 24.2 months, which is the same as the industry average of 24 months. The current forecast actual time to execute the SMRG 2 Infill Project is 31.4 months. This schedule analysis accounts for the 7-month schedule reduction due to WHP modification scope removal. The forecast actual duration is 31 percent longer than the industry average for projects with a similar amount of offshore revamp scope. Offshore facilities execution competitiveness was affected by various operations interfaces and shared support vessels across 12 platforms, which increased facilities execution complexity.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Management expectations of first oil were met; however, the change of depletion plan  after authorisation meant first oil was achieved 2 months later than originally planned, albeit  from different wells. CONFIDENTIAL 16 IPA Wells Schedule 50% 80% 190 230 300 360 430 Planned Duration (days) Wells Drilling & Completion Schedule 10% of projects lower 25% of projects lower 75% of projects lower 90% of projects lower Industry Benchmark SMRG 2 Infill Project Actual: 210 days  (7 wells) (Index = 0.79) 170 205 265 315 380 Actual Duration (days) SMRG 2 Infill Project Estimate: 211 days  (9 wells) (Index = 0.70) Industry duration benchmark changes due to change in wells scope between plan and actual Figure 10"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"As shown in Figure 10, the SMRG 2 Infill Project’s planned wells drilling and completion duration was 211 days for the nine well scope. This was significantly shorter than the industry average of 300 days. The actual time to execute the SMRG 2 Infill Project wells program, reduced to seven new wells and excluding one well workover, was 210 days, which is 55 days shorter than the industry average for similar wells for an index of 0.79. Estimate and actual benchmark durations differ because we account for scope differences between estimate and actual—namely, the change in well count and drilled footage. NPT performance was good for the wells program at about 4 percent, and the use of a rig coach when early problems were identified contributed to the fast duration.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,Schedule Deviation
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"The SMRG 2 Infill Project is forecast to overrun its planned execution schedule by 30 percent after adjusting for 7 months due to the removal of platform modification scope. The project was less predictable than the average industry project, which overruns its planned schedule by 12 percent. This percentage is calculated by dividing the difference between actual and planned execution duration by the planned execution duration. Because the project facilities scope is not complete, this metric is subject to change.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"The SMRG 2 Infill Project well construction scope was executed 14 percent slower  than planned; 240 actual days compared to 211 days planned at FID, as shown in Table 10.."
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Removal of scope (two wells) drove the wells duration reduction, and a faster schedule relative to plans at authorisation. Normalizing for the two dropped wells (C-03 and C-08) and the addition of the workover well (D-85), alters the planned days to 173 days compared to actual duration of 210 days. This represents a like-for-like wells schedule slip of 21 percent.  "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"CONFIDENTIAL 17 IPA RESOURCE PROMISE ESTIMATE AND OPERABILITY Completing a project predictably fast at low cost will not benefit the business unless it  operates satisfactorily and anticipated value is realised. IPA evaluates the degree to which the resource promise estimate (RPE) changes  during the execution and early production stages of the project, as further reservoir evaluation  and early reservoir management change the perception of the reservoir. The SMRG 2 Infill Project’s RPE volatility will be assessed once data become available."
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"As a more tangible proxy for field performance, IPA also assesses production attainment, the ratio of actual production in the second 6 months of operation (to allow for a settling in period and adjusted for schedule slips) compared to the production profile planned at authorisation. Like RPE volatility, production attainment will be assessed for the SMRG 2 "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Infill Project once data become available. Based on indicative discussions with the project  team, the SMRG 2 Infill Project’s early production performance, a key driver of economic  performance, has been in line with expectations. CONFIDENTIAL 18 IPA ASSET PRACTICES AND DRIVERS"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"IPA has found statistical relationships between certain project characteristics and project results. These project characteristics drive project results. Project success requires that these drivers be addressed in a logical sequence (see Figure 11). We focus on the drivers because they are the key factors that either (1) the team needs to be aware of when assessing project economics or, more importantly, that (2) the team can change to improve the likelihood of project success. We provide the results of our analysis of the key project drivers following the logical sequence that our research indicates is required for successful asset outcomes. "
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"That progression is listed below: 1. Reservoir complexity 2. Appraisal philosophy (including Appraisal Effectiveness Index) 3. Reservoir FEL 4. Wells complexity and wells and facilities technology considerations 5. Team considerations 6. Facilities FEL 7. Wells FEL Refer to the appendices for further information about these key drivers. Where  possible, we leverage the prospective review analysis performed in 2011 of the Samarang Phase 2 Project. Reservoir complexity, appraisal strategy and wells complexity have been  updated with new information specific to SMRG 2 Infill. Likewise, facilities FEL has been  adapted to include the WHP revamp scope only. Reservoir and Wells definition remain the  same. 1 Asset Outcomes Facilities Outcomes Wells Outcomes Execution Discipline Facilities FEL Wells FEL TeamsReservoir FEL Appraisal Reservoir Complexity Target Setting Wells Complexity Facilities Technology  (processing) Facilities Technology (gathering) Pathway to Asset Success: Drivers Wells Technology Figure 11 CONFIDENTIAL 19 IPA RESERVOIR COMPLEXITY INDEX"
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,IPA uses its Reservoir Complexity Index (RCI) to assess subsurface conditions and characteristics of asset development projects. Higher complexity ratings can increase project risks. The following section presents the issues that affected the reservoir complexity rating for the SMRG 2 Infill Project. 
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,0 1 2 3 4 5 R es  er vo  ir C  om pl  ex ity   F ac  to r R  at in  g Industry Average Samarang Average Structural Complexity Stratigraphic Complexity Rock Quality Fluid Quality Reservoir Drive Energy Reservoir Complexity Index Figure 12
2015 Samarang Ph2 Infill CLO (Revised Final).pdf,"Figure 12 shows that the Samarang Field’s RCI of 59 is higher (more complex) than the industry average RCI of 42 for offshore oil fields. Elements of greater complexity include: structural complexity through faulting and compartmentalisation; stratigraphic complexity through stacking, and limited vertical and lateral continuity; and unfavourable rock qualities, which drive sand control requirements. Oil is also relatively heavy in some sands, and reservoir pressures are near or below bubble points in many cases. Several subsurface complexity elements are responsible for increased completion complexity and hence higher completion cost. "
